,frame_num,class,x_center,y_center,width,height
0,18,14,416.5357666015625,412.0520935058594,22.4031982421875,11.02789306640625
1,22,33,716.7012939453125,235.65042114257812,24.008544921875,14.91900634765625
2,22,33,76.63800048828125,31.18973159790039,27.867183685302734,28.367698669433594
3,22,33,571.5096435546875,387.80218505859375,21.643310546875,13.0098876953125
4,23,33,76.60856628417969,31.192626953125,27.87118911743164,28.336227416992188
5,23,33,717.393310546875,236.39410400390625,25.66552734375,14.92059326171875
6,23,33,571.7169189453125,388.7913513183594,22.591552734375,12.47601318359375
7,24,33,76.62551879882812,31.17461395263672,27.853500366210938,28.390579223632812
8,24,14,718.0209350585938,236.9957275390625,25.79052734375,14.56121826171875
9,24,33,571.6375732421875,389.05230712890625,23.1036376953125,12.54315185546875
10,26,29,1150.927001953125,618.2554321289062,72.9560546875,74.4219970703125
11,26,14,718.3551635742188,238.32565307617188,25.3876953125,13.62060546875
12,32,14,718.144287109375,244.950927734375,26.45263671875,13.2518310546875
13,38,29,1150.2236328125,618.219970703125,94.3330078125,95.2589111328125
14,38,33,721.013427734375,249.29620361328125,22.3583984375,12.8470458984375
15,39,29,1150.322998046875,618.1405029296875,94.43603515625,95.165283203125
16,39,33,721.5439453125,251.12939453125,22.43115234375,13.8819580078125
17,40,33,722.1768798828125,252.14788818359375,21.723388671875,14.662109375
18,40,29,1150.54541015625,618.72021484375,94.93017578125,95.973876953125
19,41,33,722.4041748046875,252.04672241210938,21.29345703125,14.32940673828125
20,41,29,1150.54833984375,618.6431884765625,94.8818359375,95.939208984375
21,42,33,722.4857177734375,252.41497802734375,21.87255859375,14.652099609375
22,42,29,1150.7257080078125,618.5994873046875,94.884033203125,95.833984375
23,42,33,362.57537841796875,270.12994384765625,21.277099609375,13.06158447265625
24,43,14,722.4718017578125,253.03842163085938,22.544189453125,14.033203125
25,43,29,1150.549560546875,618.7755126953125,94.95166015625,96.174560546875
26,44,14,722.8889770507812,254.0245361328125,21.966552734375,14.26904296875
27,45,14,723.355712890625,254.32257080078125,22.620849609375,15.0032958984375
28,46,14,723.4231567382812,255.32632446289062,22.7152099609375,14.45196533203125
29,47,14,723.8355712890625,256.19775390625,22.178466796875,14.3175048828125
30,48,14,724.4874267578125,256.8509521484375,20.948974609375,14.3310546875
31,49,14,725.12548828125,257.96807861328125,21.8978271484375,13.3067626953125
32,49,14,268.3205261230469,308.56787109375,24.1285400390625,14.77374267578125
33,50,14,725.6441650390625,258.4854736328125,22.55224609375,14.34326171875
34,50,14,271.4419860839844,306.75201416015625,31.43487548828125,14.2764892578125
35,50,14,578.854736328125,404.7379455566406,20.9671630859375,11.9573974609375
36,51,14,725.4390869140625,260.0313415527344,23.85302734375,13.94219970703125
37,51,14,579.6116943359375,405.14996337890625,22.6207275390625,12.5888671875
38,51,14,265.6307373046875,307.33203125,19.87078857421875,11.00537109375
39,52,14,725.715087890625,260.88623046875,22.826171875,14.553955078125
40,52,14,580.0592041015625,404.98114013671875,23.493408203125,12.3935546875
41,53,14,726.144287109375,261.0450439453125,21.738037109375,14.5595703125
42,53,14,580.7933959960938,405.62677001953125,23.8990478515625,13.38671875
43,53,14,334.47979736328125,364.99664306640625,22.563232421875,12.2874755859375
44,54,14,725.8743896484375,261.8016357421875,21.78173828125,13.7542724609375
45,54,14,581.1543579101562,405.781982421875,24.1890869140625,13.751953125
46,57,14,436.51666259765625,316.40899658203125,20.275634765625,12.5704345703125
47,58,14,516.1458740234375,428.7884521484375,22.859619140625,17.1312255859375
48,58,14,436.61492919921875,316.8236083984375,19.647216796875,12.4979248046875
49,59,14,370.0675354003906,286.47625732421875,22.8956298828125,14.34979248046875
50,59,14,437.42120361328125,317.57757568359375,20.5550537109375,12.74786376953125
51,59,14,537.8529052734375,189.9237823486328,36.7060546875,23.989227294921875
52,59,14,337.483642578125,368.6129455566406,19.20819091796875,10.2198486328125
53,60,14,541.9259643554688,190.88421630859375,31.1927490234375,23.727294921875
54,60,14,338.1622314453125,368.64306640625,18.582763671875,10.01953125
55,61,14,365.81414794921875,290.5392150878906,32.080322265625,13.00299072265625
56,61,14,338.11541748046875,368.83935546875,19.0577392578125,9.7022705078125
57,62,14,367.20025634765625,291.14410400390625,30.7562255859375,13.06402587890625
58,62,14,338.39813232421875,369.17828369140625,19.8421630859375,9.7906494140625
59,63,14,371.6524963378906,291.013916015625,23.50390625,12.60162353515625
60,63,14,339.0072021484375,369.66632080078125,21.09326171875,10.19091796875
61,63,14,557.1102294921875,192.7655792236328,23.556640625,18.871063232421875
62,64,14,340.07806396484375,369.6046142578125,21.006103515625,10.69921875
63,64,14,373.34185791015625,292.19573974609375,23.384033203125,13.0460205078125
64,64,14,561.1719360351562,192.07821655273438,33.6397705078125,19.12835693359375
65,65,14,341.4892578125,369.58001708984375,22.62408447265625,11.9476318359375
66,65,14,375.4001770019531,293.04608154296875,27.783203125,13.1820068359375
67,66,14,342.91888427734375,369.9721374511719,21.5040283203125,12.0394287109375
68,66,14,380.8509216308594,292.7613830566406,37.05352783203125,14.55523681640625
69,70,14,374.4298095703125,299.1385498046875,23.998291015625,14.21875
70,70,33,732.02294921875,273.93646240234375,20.01123046875,11.48681640625
71,71,14,374.53900146484375,299.6251220703125,24.3804931640625,13.81396484375
72,72,14,355.469482421875,370.3741760253906,18.158935546875,10.59210205078125
73,73,14,359.1647033691406,369.99871826171875,18.75885009765625,11.7454833984375
74,74,33,376.1822509765625,302.01495361328125,23.2845458984375,14.38623046875
75,75,33,679.683837890625,383.6953125,18.904052734375,13.91845703125
76,75,33,376.24884033203125,303.0594787597656,23.3154296875,13.66387939453125
77,76,33,692.233154296875,381.8290100097656,20.2281494140625,13.40142822265625
78,76,33,377.1884765625,304.010498046875,22.7169189453125,13.72283935546875
79,78,33,717.7197265625,378.0081481933594,18.075439453125,12.97186279296875
80,78,33,593.0694580078125,406.6127624511719,18.30517578125,11.44830322265625
81,79,14,386.56658935546875,368.55023193359375,17.95233154296875,12.2711181640625
82,81,33,755.1075439453125,375.20904541015625,18.3990478515625,13.04840087890625
83,82,14,404.8218994140625,367.1017150878906,19.130126953125,13.18572998046875
84,82,14,598.2220458984375,405.1188049316406,19.432373046875,13.49072265625
85,82,14,434.1407470703125,332.8183288574219,29.2186279296875,13.66729736328125
86,83,14,435.4918212890625,333.26629638671875,25.081298828125,15.7889404296875
87,83,14,599.4053955078125,404.20184326171875,19.572998046875,13.4990234375
88,84,14,436.93023681640625,334.00469970703125,21.96484375,19.1866455078125
89,85,33,372.8758544921875,312.27496337890625,21.3033447265625,12.592529296875
90,85,33,803.21923828125,372.32208251953125,18.25244140625,13.120361328125
91,85,33,425.3301086425781,366.1114501953125,14.86932373046875,11.0557861328125
92,85,33,603.4476318359375,401.448486328125,17.944580078125,13.98876953125
93,86,33,815.86083984375,372.4478759765625,19.169921875,16.5845947265625
94,86,33,372.1763916015625,312.74395751953125,21.37548828125,12.852783203125
95,87,33,370.2628173828125,313.39898681640625,19.9466552734375,11.873779296875
96,87,33,817.276611328125,214.32415771484375,15.282958984375,13.700103759765625
97,87,33,725.903076171875,281.76971435546875,20.042236328125,13.376708984375
98,88,33,368.68536376953125,313.66302490234375,20.41400146484375,12.9671630859375
99,88,14,610.44482421875,398.4830627441406,19.7213134765625,14.15380859375
100,88,33,838.7239379882812,372.1432189941406,19.3189697265625,13.920166015625
101,89,33,849.2966918945312,372.49444580078125,17.8643798828125,15.672607421875
102,89,33,613.8286743164062,396.76690673828125,19.8895263671875,14.5640869140625
103,89,33,366.8524475097656,314.72784423828125,21.2662353515625,12.7802734375
104,90,33,861.52783203125,372.6800537109375,20.18505859375,13.301513671875
105,90,33,616.9114990234375,395.4192810058594,17.099609375,15.10797119140625
106,90,33,850.8256225585938,217.26388549804688,16.82470703125,12.4144287109375
107,91,33,873.255859375,372.8577880859375,18.1875,14.55615234375
108,92,33,883.3636474609375,372.4620361328125,18.924072265625,15.40582275390625
109,92,33,358.10809326171875,315.2919616699219,23.5584716796875,13.76165771484375
110,93,14,494.1888122558594,364.83978271484375,34.64007568359375,23.7216796875
111,93,33,702.514892578125,280.25933837890625,39.16015625,14.1744384765625
112,94,14,495.6972351074219,362.43646240234375,21.48114013671875,21.7445068359375
113,95,33,916.8416748046875,373.55914306640625,18.6829833984375,15.390869140625
114,95,14,499.38067626953125,361.79913330078125,20.12591552734375,19.3868408203125
115,95,14,904.8700561523438,222.642333984375,13.66650390625,11.13470458984375
116,96,14,342.4504699707031,315.72760009765625,24.59356689453125,14.4024658203125
117,96,33,529.3851318359375,215.53118896484375,14.095947265625,11.44390869140625
118,97,14,644.7346801757812,386.59912109375,17.2008056640625,12.7840576171875
119,97,33,939.6146240234375,374.9453430175781,18.11376953125,12.94268798828125
120,97,14,517.74169921875,357.4689025878906,16.95068359375,13.60125732421875
121,97,14,339.2680358886719,316.20721435546875,23.90802001953125,13.96673583984375
122,98,33,950.4924926757812,375.8049621582031,18.564208984375,13.856201171875
123,98,33,691.59521484375,279.97149658203125,19.622802734375,12.3201904296875
124,99,14,534.977294921875,355.45745849609375,15.921630859375,11.580078125
125,99,14,655.78955078125,384.10101318359375,17.9248046875,12.83453369140625
126,100,33,975.137451171875,377.01116943359375,17.1424560546875,13.6578369140625
127,100,14,325.3816223144531,317.0572204589844,24.2303466796875,13.497802734375
128,100,14,661.3218994140625,383.1769714355469,18.59375,14.6234130859375
129,101,14,666.9461669921875,381.95074462890625,16.37158203125,12.29571533203125
130,102,33,998.6688232421875,378.7214660644531,19.83935546875,14.4083251953125
131,102,14,674.2628173828125,380.56011962890625,17.687744140625,13.4642333984375
132,102,14,562.7548828125,353.45050048828125,16.1494140625,12.0650634765625
133,102,14,316.99041748046875,317.56231689453125,21.53759765625,11.355712890625
134,103,33,1011.0953369140625,379.0340576171875,16.1895751953125,14.36102294921875
135,103,14,572.4615478515625,353.5694580078125,14.575439453125,10.6651611328125
136,103,14,310.4141845703125,317.03790283203125,23.82513427734375,13.8143310546875
137,104,14,582.1671752929688,351.85736083984375,16.9078369140625,12.6162109375
138,104,14,306.02569580078125,317.7154541015625,21.186279296875,13.0826416015625
139,105,14,301.544921875,318.16046142578125,22.3321533203125,11.8477783203125
140,105,14,664.25048828125,277.61285400390625,21.845458984375,13.4937744140625
141,105,33,1035.18798828125,381.2634582519531,16.92529296875,11.90081787109375
142,106,33,1048.998046875,381.5763854980469,17.029052734375,11.62335205078125
143,106,14,601.7533569335938,350.9857177734375,14.9298095703125,11.554443359375
144,106,14,295.2830810546875,317.44244384765625,23.0662841796875,13.8529052734375
145,106,14,660.052490234375,277.6883544921875,21.413818359375,13.5076904296875
146,107,14,290.6687316894531,317.852294921875,23.138427734375,13.64727783203125
147,107,33,1060.803955078125,382.5445251464844,16.7744140625,12.08135986328125
148,107,14,611.36767578125,350.41522216796875,17.235107421875,12.269775390625
149,108,14,285.5311584472656,318.56256103515625,23.14654541015625,12.470947265625
150,108,14,653.1572265625,276.59063720703125,24.189697265625,13.0235595703125
151,108,14,622.0599365234375,349.71734619140625,15.843994140625,10.7381591796875
152,108,14,454.0767517089844,337.37420654296875,15.52154541015625,7.820556640625
153,109,14,278.5809631347656,318.14996337890625,24.0157470703125,14.287841796875
154,109,14,632.121337890625,349.3399963378906,15.11767578125,11.03533935546875
155,110,14,275.4727783203125,318.5003356933594,23.896484375,15.02923583984375
156,110,14,647.1102294921875,274.2574462890625,21.78564453125,14.8634033203125
157,110,14,642.9481201171875,349.039306640625,16.373046875,11.5667724609375
158,110,33,1098.383544921875,385.5154113769531,17.3134765625,12.1280517578125
159,111,14,646.8612060546875,273.7403564453125,20.74365234375,15.1536865234375
160,112,14,272.68890380859375,319.1142578125,22.1546630859375,14.4443359375
161,112,33,1128.9110107421875,386.6961364746094,17.736328125,12.994873046875
162,113,14,275.744384765625,319.0345458984375,22.6759033203125,14.918212890625
163,113,14,654.2783203125,272.96826171875,21.98974609375,14.0797119140625
164,114,14,278.6539001464844,320.33721923828125,22.64630126953125,13.6580810546875
165,114,14,659.704345703125,273.24127197265625,20.5400390625,13.5252685546875
166,114,14,707.0237426757812,348.60858154296875,15.7581787109375,12.0562744140625
167,115,14,281.81439208984375,321.7833251953125,20.434814453125,13.520263671875
168,115,14,724.568359375,349.04254150390625,15.2900390625,11.728759765625
169,116,14,284.13983154296875,322.76043701171875,23.2144775390625,12.8363037109375
170,116,14,742.21875,349.33697509765625,14.217041015625,11.1312255859375
171,117,14,675.535400390625,271.79022216796875,19.1512451171875,14.978515625
172,117,14,758.2523193359375,349.1573486328125,14.79638671875,11.4111328125
173,117,14,284.1614074707031,323.1211853027344,22.9810791015625,13.517822265625
174,117,14,468.409423828125,321.16278076171875,16.637451171875,8.07080078125
175,118,14,773.4925537109375,349.1980285644531,14.176513671875,11.2991943359375
176,118,14,679.813720703125,270.27532958984375,18.01220703125,14.6251220703125
177,118,14,282.55145263671875,322.61639404296875,21.22125244140625,13.2381591796875
178,119,14,281.1309814453125,322.5884094238281,20.37335205078125,13.3487548828125
179,120,14,277.2789001464844,323.4237060546875,21.29840087890625,13.9920654296875
180,120,14,885.34228515625,364.83807373046875,15.687255859375,13.5316162109375
181,120,14,388.49176025390625,339.6138000488281,17.771728515625,9.7396240234375
182,122,14,819.8492431640625,349.08856201171875,14.552490234375,11.07073974609375
183,122,14,268.88043212890625,324.41131591796875,22.607421875,12.0653076171875
184,123,14,265.1852111816406,324.6263122558594,19.196533203125,12.29217529296875
185,123,14,915.803466796875,363.6073303222656,14.7861328125,14.43011474609375
186,123,14,688.80712890625,267.0141906738281,18.503662109375,15.79278564453125
187,124,14,260.35284423828125,324.43927001953125,22.404434204101562,12.5662841796875
188,124,14,690.3653564453125,266.81439208984375,16.75732421875,15.7408447265625
189,125,14,692.9551391601562,267.00726318359375,19.5753173828125,15.802001953125
190,125,14,851.6126708984375,349.08367919921875,15.498046875,11.7744140625
191,126,14,695.3155517578125,267.0180969238281,19.761474609375,15.2655029296875
192,126,14,253.05902099609375,325.1761474609375,25.6275634765625,12.3526611328125
193,127,14,248.88565063476562,325.067138671875,23.90557861328125,12.58929443359375
194,127,14,376.0509033203125,338.6524658203125,18.1031494140625,9.710693359375
195,127,14,872.286865234375,350.194091796875,13.35107421875,11.0479736328125
196,126,14,372.63702392578125,338.0921630859375,17.6793212890625,10.244873046875
197,126,14,243.9730987548828,325.2159118652344,23.111572265625,12.70343017578125
198,127,14,889.5621337890625,350.6518249511719,12.2178955078125,10.041748046875
199,127,14,370.32684326171875,338.6723327636719,17.94757080078125,9.8321533203125
200,131,14,357.3460998535156,335.63543701171875,17.19622802734375,10.587158203125
201,137,33,1064.635009765625,365.24151611328125,13.224609375,11.1314697265625
202,137,33,1237.8895263671875,401.4207763671875,15.1044921875,14.4384765625
203,138,11,1150.677734375,618.8659057617188,95.43798828125,96.05078125
204,139,33,1080.564453125,366.17633056640625,12.9111328125,11.7156982421875
